时间,CPU负载,内存使用量(KB),内存使用率(%)
16:51:22,1.82,989960,25
16:51:24,1.82,990064,25
16:51:25,1.84,990212,25
16:51:26,1.84,991220,25
16:51:27,1.84,990968,25
16:51:28,1.84,990940,25
16:51:29,1.84,991072,25
16:51:30,1.86,990568,25
16:51:31,1.86,990464,25
16:51:32,1.86,990316,25
16:51:33,1.86,989560,25
16:51:34,1.86,990464,25
16:51:35,1.86,990820,25
16:51:36,1.86,990568,25
16:51:38,1.86,990628,25
16:51:39,1.86,990716,25
16:51:40,1.87,990716,25
16:51:41,1.87,990716,25
16:51:42,1.87,990064,25
16:51:43,1.87,990212,25
16:51:44,1.87,990568,25
16:51:45,1.92,990464,25
16:51:46,1.92,990464,25
16:51:47,1.92,989960,25
16:51:48,1.92,990064,25
16:51:49,1.90,990064,25
16:51:50,1.90,990464,25
